Rating_change,GDP,Default_flag
0,-1.72,0
6,-1.72,1
6,-1.72,1
0,-1.72,0
0,-1.72,0
5,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
-1,-1.72,0
3,-1.72,0
5,-1.72,0
0,-1.72,0
0,-1.72,0
3,-1.72,0
5,-1.72,0
5,-1.72,0
0,-1.72,0
5,-1.72,0
0,-1.72,0
3,-1.72,0
5,-1.72,0
0,-1.72,0
-1,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
5,-1.72,0
0,-1.72,0
-1,-1.72,0
3,-1.72,0
3,-1.72,0
0,-1.72,0
3,-1.72,0
3,-1.72,0
0,-1.72,0
3,-1.72,0
-1,-1.72,0
0,-1.72,0
0,-1.72,0
0,-1.72,0
0,-1.72,0
5,-1.72,0
5,-1.72,0
3,-1.72,0
0,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
-1,-1.72,0
3,-1.72,0
5,-1.72,0
3,-1.72,0
3,-1.72,0
0,-1.72,0
1,-1.72,0
3,-1.72,0
0,-1.72,0
-1,-1.72,0
3,-1.72,0
5,-1.72,0
5,-1.72,0
3,-1.72,0
3,-1.72,0
5,-1.72,0
0,-1.72,0
0,-1.72,0
0,-1.72,0
3,-1.72,0
0,-1.72,0
0,-1.72,0
0,-1.72,0
0,-1.72,0
0,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
0,-1.72,0
0,-1.72,0
3,-1.72,0
1,-1.72,0
0,-1.72,0
-1,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
0,-1.72,0
0,-1.72,0
3,-1.72,0
0,-1.72,0
3,-1.72,0
0,-1.72,0
-1,-1.72,0
0,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
0,-1.72,0
1,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
3,-1.72,0
4,-1.72,0
3,-1.72,0
0,-1.72,0
1,-1.72,0
3,-1.72,0
4,-1.72,0
0,-1.72,0
3,-1.72,0
0,-1.72,0
1,-1.72,0
-1,-1.72,0
-1,-1.72,0
0,-1.72,0
5,-1.72,0
3,-1.72,0
0,-1.72,0
0,-1.72,0
3,-1.72,0
0,-1.72,0
0,-1.72,0
5,-1.72,0
0,-1.72,0
0,-1.72,1
1,-1.72,0
0,-1.72,0
1,-1.72,0
0,-1.72,0
3,-1.72,0
3,-1.72,0
4,-1.72,0
-1,-1.72,0
-7,-1.72,0
3,-1.72,0
1,-1.72,0
3,-1.72,0
5,-1.72,0
-1,-1.72,0
4,-1.72,0
0,-1.72,0
4,-1.72,0
0,-1.72,0
3,-1.72,0
4,-1.72,0
0,-1.72,0
3,-1.72,0
5,-1.72,0
0,-1.72,0
4,-1.72,0
3,-1.72,0
-1,-1.72,0
-1,-1.72,0
5,-1.72,0
0,-1.72,0
3,-1.72,0
-1,1.07,0
4,1.07,0
0,1.07,0
7,1.07,1
0,1.07,0
5,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
-1,1.07,0
4,1.07,0
0,1.07,0
4,1.07,0
1,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
1,1.07,0
1,1.07,0
4,1.07,0
8,1.07,1
0,1.07,0
-1,1.07,0
5,1.07,0
1,1.07,0
8,1.07,1
0,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
4,1.07,0
0,1.07,0
0,1.07,1
4,1.07,0
-1,1.07,0
0,1.07,0
1,1.07,0
0,1.07,0
-1,1.07,0
5,1.07,0
2,1.07,1
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
1,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
5,1.07,0
5,1.07,0
6,1.07,1
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
4,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
7,1.07,1
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
4,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
0,1.07,0
-1,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
0,1.07,0
-1,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
0,1.07,0
1,1.07,0
5,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
4,1.07,0
-3,1.07,0
1,1.07,0
-1,1.07,0
0,1.07,0
5,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
-3,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
-1,1.07,0
0,1.07,0
4,1.07,0
5,1.07,0
0,1.07,0
-3,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
-1,1.07,0
-1,1.07,0
0,1.07,0
4,1.07,1
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
6,1.07,1
0,1.07,0
6,1.07,1
4,1.07,0
5,1.07,0
0,1.07,0
-1,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
-1,1.07,0
3,1.07,0
5,1.07,0
-1,1.07,0
5,1.07,0
-1,1.07,0
3,1.07,0
5,1.07,0
0,1.07,0
3,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
4,1.07,0
3,1.07,0
0,1.07,0
1,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
0,1.07,0
3,1.07,0
-1,1.07,0
1,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
1,1.07,0
3,1.07,0
0,1.07,0
0,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
0,1.07,0
4,1.07,0
0,1.07,0
5,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
5,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
-1,1.07,0
3,1.07,0
1,1.07,0
3,1.07,0
5,1.07,0
3,1.07,0
1,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
1,1.07,0
4,1.07,0
3,1.07,0
3,1.07,0
-1,1.07,0
3,1.07,0
3,1.07,0
1,1.07,0
3,1.07,0
3,1.07,0
-1,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
-1,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
5,1.07,0
-1,1.07,0
3,1.07,0
5,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,1
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
1,1.07,0
1,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
-1,1.07,0
3,1.07,0
1,1.07,0
3,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
-3,1.07,0
3,1.07,0
-7,1.07,0
0,1.07,0
3,1.07,0
3,1.07,0
5,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
0,1.07,0
4,1.07,0
3,1.07,0
1,1.07,0
5,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
3,1.07,0
